      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2005.2466       -0.921        1.175        5.266        2.804        1.961        7.838
 2005.2493        1.773        0.129        3.496        2.806        1.948        7.756
 2005.2521        0.116        0.219        7.849        2.898        1.969        8.036
 2005.2548       -0.048       -1.243        4.672        2.937        1.991        8.217
 2005.2575       -1.631        0.993       -2.358        2.838        1.950        7.859
 2005.2603       -2.396        1.298       -1.242        2.848        1.960        7.921
 2005.2630        0.808        1.395        8.370        2.819        1.952        7.851
 2005.2658       -0.016       -1.146        6.427        2.828        1.940        7.847
 2005.2685        0.027       -1.131        4.378        2.847        1.960        7.924
 2005.2712        3.289        1.742        2.148        2.846        1.957        7.915
 2005.2740        1.118       -0.153        5.363        2.834        1.959        7.875
 2005.2767       -1.854        0.062       -2.892        2.802        1.952        7.788
 2005.2795        2.299       -0.112       -0.545        2.858        1.980        7.999
 2005.2822       -0.154       -0.404        0.225        2.926        1.981        7.883
 2005.2849       -0.329        1.287       -0.680        2.909        1.991        7.920
 2005.2877       -0.268        0.947        6.065        2.850        1.967        7.850
 2005.2904       -2.355        0.914        0.640        2.856        1.958        7.847
 2005.2932       -2.259        0.362       -2.798        2.818        1.928        7.702
 2005.2959       -2.425        1.626       -0.947        2.850        1.951        7.821
 2005.2986       -2.228        1.427       -5.438        2.854        1.977        7.901
 2005.3014       -0.089        0.405       -4.288        2.839        1.947        7.807
 2005.3041        0.283        0.795       -1.318        2.836        1.950        7.783
 2005.3068       -1.529        1.376       -2.484        2.831        1.939        7.739
 2005.3096        0.606       -0.375       -1.976        2.870        1.954        7.877
 2005.3123        1.544        0.129       -4.273        2.888        1.961        7.937
 2005.3151        2.324        0.425       -3.446        2.847        1.943        7.793
 2005.3178        1.638        2.024       -3.675        2.837        1.960        7.798
 2005.3205        0.267        2.220       -2.075        2.896        1.998        7.937
 2005.3233       -0.332       -1.115       -8.876        2.849        1.952        7.835
 2005.3260        1.310        2.252       -3.449        2.839        1.937        7.775
 2005.3288        0.473        0.833       -5.213        2.835        1.944        7.767
 2005.3315        1.784       -1.129       -3.712        2.847        1.947        7.787
 2005.3342       -0.158        0.101       -0.194        2.863        1.998        7.913
 2005.3370        2.777        1.178        4.798        2.832        1.949        7.735
 2005.3397        0.158        1.197        6.298        2.806        1.935        7.703
 2005.3425        2.257       -0.016        5.060        2.833        1.972        7.825
 2005.3452        1.473        0.215        5.343        2.848        1.958        7.862
 2005.3479       -0.005       -0.943        1.839        2.862        1.993        7.997
 2005.3507        2.825       -0.042        5.714        2.831        1.947        7.794
 2005.3534        1.747        0.082        1.469        2.884        1.982        8.028
 2005.3562        0.893        1.087       -1.443        2.900        2.006        8.132
 2005.3589        0.687       -0.088       -1.409        2.889        1.996        7.989
 2005.3616        0.526        0.851       -0.989        2.935        2.002        7.999
 2005.3644        3.507        1.158        5.203        2.837        1.997        7.974
 2005.3671        6.610        0.122        8.671        3.023        2.129        8.610
 2005.3699       -0.692       -1.971        4.674        2.855        2.000        8.017
 2005.3726        1.057        0.199        7.596        3.005        2.119        8.439
 2005.3753       -0.774       -0.715       10.765        2.989        2.066        8.364
 2005.3781       -2.240        2.404        3.788        2.856        2.003        8.027
 2005.3808        1.569        0.413        3.794        2.854        2.014        8.057
 2005.3836        1.769        0.247        1.671        2.853        2.001        8.036
 2005.3863       -0.741        0.256        2.919        2.861        2.016        8.047
 2005.3890        0.070        0.746       -0.334        2.855        1.993        8.007
 2005.3918        1.873       -0.367        1.484        2.873        2.011        8.095
 2005.3945        2.338        0.442       -5.094        2.887        2.019        8.151
 2005.3973        3.451        0.252       -3.389        2.857        2.017        8.079
 2005.4000        1.926       -0.394       -1.032        2.856        2.027        8.127
 2005.4027        3.189       -0.279        5.746        2.853        2.013        8.073
 2005.4055        3.052       -0.404       -2.285        2.881        2.031        8.222
 2005.4082        1.436       -0.739       -5.251        2.882        2.020        8.207
 2005.4110        2.280        0.657        0.524        2.880        2.022        8.148
 2005.4137        0.882        0.773        2.682        2.834        1.962        7.857
 2005.4164        0.353       -0.061        4.079        2.811        1.944        7.779
 2005.4192        2.207        0.589        1.028        2.866        1.975        7.945
 2005.4219        1.263        1.809        4.744        2.832        1.966        7.886
 2005.4247       -0.656       -0.696        3.823        2.845        1.949        7.827
 2005.4274        0.297       -0.251        3.618        2.843        1.949        7.818
 2005.4301       -0.132        0.972        2.066        2.822        1.957        7.812
 2005.4329        0.699        0.204        4.732        2.815        1.951        7.801
 2005.4356        1.571        0.587       -1.746        2.872        2.003        7.953
 2005.4384       -1.066        0.815        1.181        2.887        2.022        8.030
 2005.4411        2.117        0.391        5.840        2.871        2.024        7.963
 2005.4438        3.433        0.460       -0.106        2.882        2.040        8.040
 2005.4466        2.954        0.631        4.781        2.889        2.029        8.030
 2005.4493        2.712        1.023        0.743        2.838        1.948        7.839
 2005.4521        1.845       -1.271       -4.756        2.824        1.951        7.829
 2005.4548        1.855       -0.624        2.576        2.939        2.008        8.019
 2005.4575        2.242        0.141        2.875        2.942        1.993        8.001
 2005.4603       -0.328        0.944        2.519        2.824        1.967        7.841
 2005.4630        0.087        1.465       -0.883        2.852        1.965        7.940
 2005.4658       -0.811        0.176       -4.536        2.854        1.962        7.925
 2005.4685       -0.815       -0.979       -4.342        2.864        1.968        7.956
 2005.4712        0.089       -1.666       -1.660        2.851        1.992        7.992
 2005.4740       -0.264        0.707       -8.418        2.901        1.990        8.045
 2005.4767        0.446       -1.267       -2.457        2.894        1.998        8.059
 2005.4795       -0.240       -1.076       -1.637        2.876        1.984        8.016
 2005.4822       -1.416        0.688        0.333        2.859        1.969        7.931
 2005.4849        1.188        0.019        1.516        2.833        1.963        7.857
 2005.4877        0.710       -0.746       -0.435        2.823        1.973        7.851
 2005.4904        0.562        0.805       -4.388        2.874        1.991        8.024
 2005.4932        0.655       -0.514        0.735        2.885        1.999        8.071
 2005.4959       -0.210       -2.258        3.707        2.860        1.980        7.947
 2005.4986       -0.296       -0.841       -2.038        2.840        1.963        7.844
 2005.5014       -0.093       -0.035        7.126        2.850        1.980        7.912
 2005.5041        0.242        0.899       -2.944        2.853        1.975        7.946
 2005.5068       -0.513        0.771        4.109        2.871        1.986        8.028
 2005.5096        3.415       -0.608        5.536        2.916        2.036        8.289
 2005.5123       -1.251        0.165        0.722        2.842        1.973        7.889
 2005.5151       -0.341       -5.235        5.433        2.843        1.974        7.915
 2005.5178       -1.018       -0.894        4.464        2.866        2.001        8.057
 2005.5205        0.646       -0.769       -2.144        2.892        2.009        8.155
 2005.5233        1.430       -0.755        3.883        2.888        1.986        8.022
 2005.5260       -0.115       -0.923       -0.118        2.849        1.979        7.971
 2005.5288       -1.047       -0.121       -3.093        2.839        1.962        7.869
 2005.5315       -0.567       -0.568       -5.412        2.844        1.968        7.896
 2005.5342       -0.317       -0.928        2.653        2.856        1.983        7.959
 2005.5370        0.122        1.246       -3.549        2.823        1.977        7.859
 2005.5397       -0.563        1.751       -1.809        2.874        1.988        8.000
 2005.5425        0.459        0.783        0.641        2.878        2.007        8.076
 2005.5452        1.087        1.146        9.422        2.842        1.980        7.915
 2005.5479        0.809        1.455        4.524        2.838        1.975        7.870
 2005.5507       -1.682        2.612       -1.322        2.858        1.977        7.939
 2005.5534       -1.277        1.565        0.194        2.857        1.981        7.935
 2005.5562       -0.057        0.081       -1.146        2.860        1.993        7.970
