      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2005.8603       -0.816       -0.432       -3.535        2.821        1.948        7.538
 2005.8630        0.528       -0.208       -3.373        2.768        1.940        7.427
 2005.8658        1.493        0.268       -1.938        2.765        1.936        7.394
 2005.8685        2.242        0.335       -7.344        2.842        1.965        7.590
 2005.8712        2.083        2.087       -5.328        2.752        1.902        7.539
 2005.8740        0.534        0.688       -7.079        2.723        1.885        7.419
 2005.8767        0.891       -0.705       -7.133        2.728        1.890        7.415
 2005.8795        1.480        0.268      -11.223        2.746        1.896        7.486
 2005.8822        0.357       -0.490       -8.880        2.741        1.893        7.463
 2005.8849        0.328        0.044       -5.900        2.775        1.904        7.614
 2005.8877        0.339       -0.408       -3.817        2.799        1.919        7.650
 2005.8904       -0.160       -0.229       -6.263        2.738        1.890        7.454
 2005.8932        0.183       -0.181       -7.634        2.748        1.883        7.451
 2005.8959       -0.030       -0.929       -1.619        2.757        1.896        7.494
 2005.8986       -2.519       -1.758        0.816        2.758        1.903        7.501
 2005.9014       -1.524       -4.492       -1.335        2.746        1.901        7.435
 2005.9041        0.381       -2.103       -4.833        2.750        1.893        7.447
 2005.9068       -0.361       -1.173       -7.082        2.731        1.878        7.370
 2005.9096        1.994       -2.164       -0.188        2.758        1.892        7.534
 2005.9123        2.029       -0.354       -4.924        2.747        1.885        7.431
 2005.9151        1.330       -0.252       -2.046        2.772        1.911        7.506
 2005.9178        1.259        0.551       -0.973        2.767        1.914        7.500
 2005.9205        0.748        1.648       -4.384        2.729        1.875        7.400
 2005.9233        0.118        1.338       -7.251        2.748        1.887        7.449
 2005.9260        1.046        0.804       -8.468        2.740        1.890        7.478
 2005.9288        1.187        2.816       -5.597        2.747        1.897        7.481
 2005.9315        0.617        1.023       -3.124        2.754        1.887        7.499
 2005.9342       -1.812        1.031        0.046        2.726        1.877        7.398
 2005.9370       -1.050       -0.355        1.616        2.733        1.881        7.436
 2005.9397       -0.822        0.263       -0.710        2.737        1.886        7.425
 2005.9425        1.008        0.501        0.117        2.746        1.882        7.447
 2005.9452        0.909       -1.546        0.410        2.742        1.885        7.436
 2005.9479        0.894        0.583        1.525        2.718        1.877        7.352
 2005.9507       -0.094       -0.486       -3.416        2.731        1.881        7.401
 2005.9534        1.687        0.815        0.171        2.802        1.924        7.577
 2005.9562        0.347       -0.461        2.445        2.744        1.896        7.472
 2005.9589        1.010       -0.517       -2.709        2.723        1.875        7.351
 2005.9616       -0.502       -0.567       -2.259        2.710        1.869        7.304
 2005.9644       -1.550       -1.475        3.348        2.770        1.939        7.374
 2005.9671       -3.217        1.498        7.227        2.839        2.006        7.601
 2005.9699       -4.039       -1.118        4.429        2.768        1.946        7.424
 2005.9726       -2.292       -0.159       10.899        2.804        1.948        7.499
 2005.9753       -2.019       -1.078        1.745        2.872        1.992        7.610
