      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2000.5628        0.218       -0.751       -5.212        2.883        2.034        7.982
 2000.5656       -0.976       -3.228        1.771        2.885        2.033        7.986
 2000.5683       -2.590       -2.493       -0.422        2.940        2.032        7.996
 2000.5710       -2.255       -0.617        1.217        3.026        2.115        8.353
 2000.5738       -1.972        0.523       -4.338        3.059        2.089        8.348
 2000.5765       -0.390       -2.373       -2.044        2.904        2.016        7.987
 2000.5792       -0.652       -2.368        2.500        2.902        2.033        8.047
 2000.5820       -1.287       -0.315       -2.948        3.056        2.167        8.546
 2000.5847        0.186       -1.623       -5.404        2.956        2.066        8.219
 2000.5874       -1.575       -0.217       -0.876        2.963        2.060        8.206
 2000.5902       -0.667       -0.220       -3.217        3.024        2.077        8.248
 2000.5929       -1.654       -1.783       -2.777        2.964        2.075        8.286
 2000.5956       -2.369       -0.051       -3.987        3.024        2.087        8.293
 2000.5984       -2.990       -1.378       -1.987        2.946        2.057        8.165
 2000.6011       -0.583       -2.293        1.429        2.851        2.013        7.925
 2000.6038        1.023       -0.442       -4.201        3.090        2.147        8.622
 2000.6066        1.201        1.914       -1.911        3.154        2.159        8.753
 2000.6093       -1.473       -0.677        8.377        2.978        2.104        8.417
 2000.6120        0.432       -2.865       -0.542        3.144        2.220        8.995
 2000.6148       -0.739        0.116       -2.705        3.037        2.080        8.198
 2000.6175       -1.599        1.486       -1.224        2.959        2.057        8.140
 2000.6202        1.117       -1.099       -0.354        3.007        2.058        8.110
 2000.6230       -1.638        0.079       -2.819        2.934        2.042        7.993
 2000.6257       -1.074       -0.031       -6.474        3.052        2.080        8.171
 2000.6284       -1.404        0.047        3.883        3.031        2.079        8.250
 2000.6311        1.173       -0.327       -0.999        2.816        1.970        7.753
 2000.6339        2.403        0.851       -2.470        2.875        2.008        7.877
 2000.6366       -1.855        0.543       -8.832        2.812        1.976        7.726
 2000.6393       -1.833       -3.229        1.791        2.994        2.038        8.097
 2000.6421       -1.063       -2.409       -4.491        2.846        2.006        7.970
 2000.6448       -0.571       -1.020        4.570        3.176        2.111        8.474
 2000.6475       -3.566       -0.916       -1.988        3.021        2.055        8.295
 2000.6503        0.390       -1.776       -0.608        2.976        2.041        8.129
 2000.6530       -0.024       -2.166        0.912        2.918        2.031        8.119
 2000.6557       -2.262       -0.919       -2.262        2.998        2.051        8.268
 2000.6585       -2.636       -1.417       -2.767        2.875        2.010        7.967
 2000.6612        0.477       -1.855       -7.065        2.985        2.041        8.246
 2000.6639       -1.568       -0.554       -5.701        2.924        2.010        8.073
 2000.6667       -0.180       -4.273       -6.501        3.028        2.053        8.252
 2000.6694       -0.376       -3.938       -4.399        2.963        2.028        8.140
 2000.6721       -0.709        0.140       -0.667        2.824        1.980        7.747
 2000.6749       -0.287        0.181        0.239        2.891        2.008        7.895
 2000.6776       -1.919       -3.084       -4.530        2.914        1.998        7.988
 2000.6803       -1.177        0.637       -4.094        3.008        2.026        8.056
 2000.6831        0.942       -2.773       -2.735        3.024        2.127        8.521
